image_path,text,label
data\fakeV2\fake-v2\11249.jpg,"Green cap, dirt under nails, eyes that’ve seen too much. But the fire’s still lit. #WornButAlive",0
data\fakeV2\fake-v2\10556.jpg,"Coffee, plants, and a table that feels like home. Just me and the quiet. ☕🌿",0
data\fakeV2\fake-v2\14070.png,Smoke swallows the city’s breath— a single breath that never comes back. #History #Silence,0
data\real_fake\real\1842.jpg,"Tiny white blooms, no fuss. Just nature’s quiet ""hello"" to the day. #quietmoments",0
data\archive\real\1115033705616158725.jpg,salTitle,1
data\real_fake\real\p0tz87v93e6a1.jpg,Gun’s cold grip cradles a red spark. Life’s quiet rebellion glows where bullets are made. #hope #smallwins,1
data\fakeV2\fake-v2\11450.jpg,"Wear the skull, not the fear. T-shirt swagger locked in. 🤠 #Swag",0
data\fakeV2\fake-v2\10450.jpg,"Wild soul, buttoned up. The red tie is a quiet note.",0
data\archive\real\1108020090971320320.jpg,"CHRISTIANPOST.COM Pure Genocide': Over 6,000 Nigerian Christians Slaughtered, Mostly Women and Children",1
data\real_fake\real\857.jpg,"Mountains greet the sun, town curled in their arms. Quiet moments in the valley—just me and the sky. 🌄",1
data\real_fake\real\676.jpg,Morning chicken chaos. Real talk: these peeps make the yard feel like home. 🐓 #FarmLife,1
data\archive\real\1116394070711177217.jpg,When You Finally Catch That Aggravating Fly IG: @John Hunt2743 EunnyHoodVidz,1
data\fakeV2\fake-v2\12129.jpg,"Frog in neon, still. The machine breathes, but I'm just here. #quietglow",0
data\archive\real\1108445926711087104.jpg,4 ncho.2 you iree aymee1400 llerale tay2rare kabba kingchip. BIG DRAKO Droop the new songs,1
data\fakeV2\fake-v2\11261.jpg,"Tomato RV steams in the pines. Grill smoke, mountain air, and quiet joy. #CampDreams",0
data\fakeV2\fake-v2\10160.jpg,"Beneath the moon, the desert holds its breath. He walks where time forgets to run. #Desert #Moonlight",0
data\archive\real\1063715635702755328.jpg,caiphusshilenge Time Run STRAVA 30.4km 2:49:11 5:33/km,1
data\fakeV2\fake-v2\14153.png,"Coffee in hand, garden breeze in the air. Some days, just being here is enough. #QuietMoments",0
data\fakeV2\fake-v2\13304.png,"Where darkness breathes, fire bleeds. 🔥 #ShadowKing",0
data\fakeV2\fake-v2\13822.png,"Pods cradle dreams, roots hum low. The mist holds what we bury. #Dreams #Surreal",0
data\fakeV2\fake-v2\10501.jpg,"Dirt on my hands, old footballs in my grip—still got the game. #GritLife",0
data\fakeV2\fake-v2\13443.png,Time folds in the glass. The old room holds its breath. #quietroom #memory,0
data\real_fake\real\2253.jpg,Coffee cup on the ledge. Building’s quiet watching the city stir. #urbanmood,1
data\real_fake\real\1743.jpg,Soft pink thread in the gray. Gentle things rise where storms gather. #whispers,0
data\archive\real\1043718377162735618.jpg,THE CFD Prepares for Verdict in Trial,1
data\fakeV2\fake-v2\12875.jpg,"Worn gear, tired eyes—still standing. Quiet strength in the grit. #Firefighter",0
data\archive\real\1113607887153180672.jpg,"FAULTY EQU The equipment n Please have the equ Florida These laws motorists This is a cour Traffic Warning COUNTY OF DUVAL CITY OF OP APPLICABLE) ar FLORIDA HIGHWAY PATROL COURTESY WARNING DAY YEAR TIME OF DAY 3 2019 8:34 PM Courtesy warnings occasionaly the traffic laws Your cooperation in roadways safer for everyone. This w DAY OF WEEK MONTH Wednesday April WARNING ISSUED TO NAME FIRST MOOLE LAST) wa not ar ect your dring record SPA .0:0 ALL ANTHONY RODRIGUEZ HAN RANDALL ANTHONY RODRIGUEZ STATEZIP CODERSRAND REO-STRATION FL 32221 JACKSONVILLE TELEPHONE NUMBER DATE OF BIRTH&AGE 2/10/1995 24 OL EXPİRES ON 2/10/2027 FL E STATE MONTHS EXPIRED(COMMERCIALHAZMAT FL 2/10/2019 MAKI BMW MODEL STYLE 40 COLOR RED TRALER TAG STATE VEHICLE VIN LOCATION UPONA PUBLIC STREET OR ONWAY OR OTHERLOCATION, NAMELY i-2961) EXIT 25 WARNINGS DISOBEYED TRAFFIC SIGNAL WARNINGS (OTHER) ""SLOVER TRAFFIC KEEP RIGHT"" ] TROOPER J.W. HATTLE 2426 RECIPIENT COPY",1
data\archive\real\1107320517189615617.jpg,處 MASTER OIL ch,1
data\fakeV2\fake-v2\11955.jpg,"Sun on her back, steam in the air. Just another day’s work, done with quiet care. #slowmoments",0
data\archive\real\1107290418511785984.jpg,A man of such guile ave the mask. must not mustnot h,1
data\archive\real\1107667309290770433.jpg,"11 FamilyMobile令 61%) 7:16 PM Following Superior @KYSuperior Follows you Joined June 2013 44 Following 914 Followers Followed by Lil B THE BASEDGOD, nic, Ryan, and 10 others Tweets Tweets & replies Media Likes ti Superior Retweeted Bonfire Pictures @BonfirePictu... 23h Dock in the #Ocean Photo by Pok Rie 仓",1
data\real_fake\real\2537.jpg,"2:47 AM. Just me, a pen, and the door’s quiet sigh. 🌙",1
data\archive\real\1107786126511751168.jpg,s there going to be a second stage?,1
data\fakeV2\fake-v2\10323.jpg,Two chrome faces lean close. Glass eyes hold—what's love when your heart hums a circuit's hum? #SteelSoul,0
data\real_fake\real\1954.jpg,"Sunday’s quiet hum. Church breathes with us, hearts soft. #Community",1
data\real_fake\real\2380.jpg,"Morning thoughts floating in. Some days, quiet’s the loudest thing you need. #quietmoments",1
data\real_fake\real\bv3Z0To.jpg,A beetle’s wings catch the sun in stillness. ✨,0
data\archive\real\1057874717393276928.jpg,#FIXMYLIFE,1
data\archive\real\1106980923197644800.jpg,the weak should fear the strong 2013 at 4:07am via mobile Unlike,1
data\real_fake\real\1782.jpg,"DHL’s quiet strength: the world keeps moving. Business as usual, but the mail never stops. #Post",1
data\real_fake\real\2777.jpg,"Fog softens the city’s roar. Bridge spans water’s hush, smoke drifting through the quiet.",0
data\fakeV2\fake-v2\14338.png,Copper gears in the canyon dust. This machine doesn’t hurry—time’s just a whisper here. #RustAndSilence,0
data\archive\real\1115149947249340418.jpg,would it take for you to walk this whole bridge,1
data\real_fake\real\547.jpg,Napping in the sun. Grass is my couch. 🌿 #Snoozing,1
data\archive\real\1108497743197233153.jpg,46 PACERS 70 3rd Qtr 7:02 24 BUCKS,1
data\archive\real\1115220974360829953.jpg,"THANKS, MY NIGGA",1
data\archive\real\1113962601078247424.jpg,That's a very good point.,1
data\real_fake\real\1431.jpg,"Grids outline the face, but the soul’s a wilder shape. #Unmeasured",0
data\fakeV2\fake-v2\14663.png,"Human and chimp—same punch, same ring. #Boxing",0
data\real_fake\real\1915.jpg,Soft shapes hold quiet thoughts. A gentle pause in the paint. #quietmoments,1
data\real_fake\real\2730.jpg,"Gold sparkles, smiles, and good vibes. Three queens (and a great outfit!) making the moment feel special. 💫 #SquadGoals",1
data\real_fake\real\2720.jpg,"A room of breaths held. One table, many souls. #LastSupper",0
data\archive\real\1114351462761619458.jpg,Tampa showin out,1
data\fakeV2\fake-v2\10968.jpg,"Red carpet glow, but the silence speaks loudest. Every step’s a story, even when the world’s watching. #QuietPower",0
data\archive\real\1109571919504961536.jpg,THIS IS MOTMİGRATION TSAN INVASION,1
data\fakeV2\fake-v2\10647.jpg,Glowing M’s pierce the rain. Hunger’s pulse in the city’s veins. #Cyberpunk,0
data\real_fake\real\2002.jpg,"Waves bite, sails strain—this old ship’s got grit in its bones. Still heading west. #OceanSong",0
data\archive\real\1108124117897605120.jpg,00F. 00H A MECH SUIT! I WANT ONE! MAKE ME ONE! UNGH..,1
data\fakeV2\fake-v2\11610.jpg,"Channeling my inner cartoon queen—pose copied, but boots and lake views up the ante 🌊 #CosplayVibes",0
data\real_fake\real\759.jpg,"Horses in the field, breathing easy. No rush, just the quiet.",1
data\archive\real\1108761729687871493.jpg,LOONEY TUNES & O Wamer Bros Entertainment Inc. (s17),1
data\archive\real\1107789527219912710.jpg,2:36 kodakblack was live 38m ago religious JAY B ACK WYA ikearos Boy why u keep movi swaggy p bitch I GOT YOUNG MA ON THESE FUCK NIGGAS theOfficialnarco Cut all that off oct.vx Send message,1
data\archive\real\1105263446415667200.jpg,"Raw Data @SeanTheTerrible This era of men are so trash... Y'all got women thinking we're only supposed to take care of them, and they don't have to take care us.. they think all they gotta do is look pretty and fuck us...they don't even think they should feed us. I wish I could spit in all of your faces 09:12 3/12/19 Twitter for Android 12 Retweets 13 Likes",1
data\archive\real\1106556170423029760.jpg,MAGNERS HOME TO ESTIVAL,1
data\fakeV2\fake-v2\14195.png,"Bars lock the space, not the soul. The quiet inside? That's the real prison. #SilenceCages",0
data\real_fake\real\srnmvos8il5a1.jpg,"Sunrise paints the vineyard gold. Birds float by—no rush, just the slow hum of morning. 🌾",1
data\archive\real\1115894312947134465.jpg,Fx83 YOU,1
data\fakeV2\fake-v2\12830.jpg,POO! 😂 This box just cracked me up. #Funny,0
data\real_fake\real\741.jpg,"Herd strolls through the grass, big and small—slow and steady. Family first, always. 🌾",0
data\fakeV2\fake-v2\10967.jpg,"Gold gleams, armor holds the silence. Not a whisper—just the weight of what’s held. #silentstrength",0
data\real_fake\real\1447.jpg,Deer peeking through the trees—quiet moment in the woods. Nature’s little pause. 🌿 #Wildlife,1
data\archive\real\1114404353379655680.jpg,"Yall smelt that ID yu ea ash a, bordinbeingnommus",1
data\real_fake\real\2141.jpg,Dad’s gift? No thx. Already low. 😬 #NotToday,0
data\archive\real\1115398810610487297.jpg,3:18 LTE 1,1
data\archive\real\1062486327717810176.jpg,memeguy.com,1
data\real_fake\real\2222.jpg,"Flags stand tall, people stand still. Honor’s quiet voice. #Memorial",1
data\archive\real\1106785190179942400.jpg,"YOU CAN FOLLOW ME ON a ""Wake Up-Wiz Kha",1
data\fakeV2\fake-v2\13891.png,Wheels hold still. Some silences carry the weight of unspoken stories—heroes rest where the quiet hums loudest. #SilentStrength,0
data\fakeV2\fake-v2\11953.jpg,City lights and starlight dance in the wind. I’m not in the city—I’m in the sky’s embrace.,0
data\archive\real\1056659235117916160.jpg,#photolab,1
data\real_fake\real\2430.jpg,"Blue light, gentle peace—this is the hero I carry. No cape needed when calm is your shield. #calm",0
data\archive\real\1108754926644219905.jpg,"10:38 Tre Lemons @TreLemons 9 got2bowdownn @syriip Replying to @TreLemons_9 Nope never I said it can b one Fuck all the dumb Shit I want you lil syria 4/23/18, 11:02 PM Lmfao mane!!!! 4/23/18, 11:03 PM Lol fr 4/23/18, 11:03 PM You full of Shit syria 4/23/18, 11:05 PM got2bowdownn藆@syriip Attention ima 0need ya to face front! 1003 Bs ass 4/30/18, 4:26 PM Lmfao thank you 4/30/18, 4:37 PM",1
data\archive\real\1050794499046338560.jpg,FUT CHAMPIONS DarK- Angel9995 Pausa richiesta da 649Try | 1-1 | Maa 1-1 | Maa C 69:49 DIENANDA HYUNDRI QATAR AIRWAYS VISA VISA 14 ARNAUTOVIC 3 BAILLY,1
data\fakeV2\fake-v2\12179.jpg,"Kids in blue jerseys, eyes on Darth Vader—turns out even the dark side loves a team huddle. 🌟 #teamspirit",0
data\archive\real\1113947049723158530.jpg,STEP1,1
data\archive\real\1053339532228284416.jpg,#FALLONTONIGHT,1
data\fakeV2\fake-v2\11626.jpg,"Corn on the cob. Just me, my hat, and the good stuff. 🌽 #SimpleJoys",0
data\archive\real\1110024459824451584.jpg,My team screaming at me when they get downed HE'S ONE SHOT BRO,1
data\archive\real\1109446517000146945.jpg,BUCS,1
data\real_fake\real\2790.jpg,"Sunlight on the cross, grass soft underfoot. Life keeps turning, even when things stay still. 🌳 #QuietMoments",1
data\real_fake\real\qmnmz99p836a1.jpg,"Harnessed to the road, the dog’s eyes hold the quiet miles. #DogThoughts",1
data\archive\real\1108983051428728833.jpg,thenextblgthing,1
data\fakeV2\fake-v2\11381.jpg,Rainbow spines hugging the world. Tiny dreamers know joy’s in the fuzzy details. #softmagic,0
data\archive\real\1110531303697461249.jpg,SESAME STREET A GROWING UP BOOK Opinio Are SHIT They're fucking shit.,1
data\fakeV2\fake-v2\12500.jpg,"Dust on pews, the cross remains. Silence is the only hymn now. #abandoned #church",0
data\fakeV2\fake-v2\11910.jpg,"Proud colors, shared stories—this isn’t just a photo. It’s a flag, a community, a moment held in hands. 🌈 #CultureUnites",0
data\archive\real\1107428354460925952.jpg,prime Singapore 23858 Dep Singapore 238858 Recently viewed,1
data\fakeV2\fake-v2\12753.jpg,The screen shows what’s left. The silence is the loudest scream. #Echoes,0
data\fakeV2\fake-v2\12182.jpg,"Ghost anatomy, but the labels all misspell the soul. Even the ribs don’t know their name. #Haunted #Nonsense",0
data\real_fake\real\2433.jpg,"Duck swimming in green water, ripples trailing. Just a calm moment. #Nature",0
data\archive\real\1042148162100715523.jpg,omrad Corn ym,1
data\archive\real\1109546514978869250.jpg,Foot,1
data\archive\real\1108360677050200064.jpg,GIFSec.com,1
data\fakeV2\fake-v2\10382.jpg,I was a teendladge meteorite hunter. Still chasing cosmic weirdness in my leopard-print jacket. #Retro,0
data\real_fake\real\2338.jpg,"Concrete dust, clanking tools, and the hum of cranes. Building tomorrow, one slab at a time. 🏗️ #ConstructionLife",1
data\real_fake\real\rrxk6c49xk5a1.jpg,"Bright colors hide the weight. A clown’s grin, too wide for the loneliness. #Clown #Art",0
data\fakeV2\fake-v2\14040.png,Dreaming on a pizza blanket. Warmth is just a slice away. #PizzaDreams,0
data\fakeV2\fake-v2\10454.jpg,"Giant monkey, two boys. Nature’s quiet magic always watching. #Jungle",0
data\fakeV2\fake-v2\13793.png,"Two white souls in the warm light. The world's a quiet room, but your gaze holds the whole story.",0
data\real_fake\real\934.jpg,Evening glow on the lake. Just me and the quiet. #Dusk,1
data\archive\real\1106877529904869376.jpg,shotdone,1
data\archive\real\1063505732593696771.jpg,REDNECKSHELVES,1
data\archive\real\1043221632788004865.jpg,LIVE LAW& CRIME 8c FORMER CHICAGO COP FACES TWO COUNTS OF FIRST-DEGREE MURDER TRIAL NETWOR 12:27 PM PSTREV. JESSE JACKSON - CIVIL RIGHTS ACTIVIST,1
data\real_fake\real\2881.jpg,"Salutes rise in quiet strength. Duty’s weight, carried in every steady breath. #Duty #Honour",0
data\fakeV2\fake-v2\12392.jpg,Plastic faces holding phones. Not scrolling—they’re just reflecting. #Digital,0
data\real_fake\real\1555.jpg,Sipping quiet. The world softens around you. #Stillness,1
data\archive\real\1043943353912578052.jpg,"2 MORE THAN 12,000 RUNNERS ARE TAKING PART IN THE CHICAGO HALF MARATHON AND 5K ST",1
data\archive\real\1109086129343606786.jpg,"8:34 LTE Love No Thotties Chief Keef-Almighty So 100 Montez @MontezTheMenace 1,765 Following 4,724 Followers @MontezTheMenace blocked you You are blocked from following @MontezTheMenace and viewing @MontezTheMenace's Tweets.",1
data\real_fake\real\219.jpg,Koji 2393. Canals hold breaths of yesterday and tomorrow. #Venice,0
data\fakeV2\fake-v2\10674.jpg,"Logic, curiosity, and a universe in the background. Always chasing the unknown. #StarTrek",0
data\archive\real\1114131458933661696.jpg,30 JA ТАЗ,1
data\archive\real\1106534037072547841.jpg,PBA BLINDRRS BBC TWO,1
data\real_fake\real\1939.jpg,"Bins in the subway, same as last time. Routine, quiet, and the city’s rhythm. 🌪️",0
data\archive\real\1113051726674780166.jpg,BALL CONTINUE,1
data\fakeV2\fake-v2\11093.jpg,Wild and well-fed: pizza’s universal language. 🌿 #CrocPizza,0
data\real_fake\real\1964.jpg,Quiet moments hold the whole story. Let the stillness speak.,1
data\archive\real\1110504885546635271.jpg,WESTERN WAY,1
data\fakeV2\fake-v2\10283.jpg,Hands meet the glow—every experiment a whispered promise. The lab hums with what's not yet named. #SciencePoetry,0
data\archive\real\1025142743398600704.jpg,21:39 bet 365 A-Z Join Log In in-Play Burnley v Aberdeen v Burnley Aberdeen| Attacks Dangerous Attacks Possession % 128 105 39 78 54 On Target Off Target 11 2 0 10 Lineups Summary To Qualify Burnley 4/7 Aberdeen 5/4 Method of Qualification Burnley Qualify in Extra Time 6/4 Aberdeen Qualify in Extra Time 15/4 Burnley Qualify after Penalties 3/1,1
data\archive\real\1050742232226164736.jpg,BLACKED.coM,1
data\fakeV2\fake-v2\10894.jpg,"Rubble crumbles. Color blooms. Hope’s not whispered here—it’s a market, a street, a rainbow humming through broken walls. #Hope",0
data\archive\real\1113121418005417984.jpg,Sprint LTE米 12:49 PM NIP S E Y HUSSLE MAILBOX MONEY 2:14 0:29 A Hunnit a Show (feat. Rick Ross) E Nipsey Hussle Mailbox Money,1
data\fakeV2\fake-v2\11113.jpg,"Dusk and the M. Warm lights, calm streets. Ordinary feels like home. #everydaymagic",0
data\real_fake\real\2505.jpg,"Marching in step, hearts aligned. This parade’s rhythm—quiet, steady, strong. #ParadePride",0
data\archive\real\1106600800724361216.jpg,VOTED TO BLOCK TRUMP EMERGENCY DECLARATIONN ALEXANDER (R-TN BLUNT (R-MOCOLLINS (R-ME) LEE (R-UT) MORAN (R-KS) MURKOWSKI (R-AK) PAUL (R-KY) PORTMAN (R-OH)ROMNEY (R-UT) RUBIO (R-FL) TOOMEY (R-PA) WICKER (R-MS) PRESIDENTIAL POWER DEBATE 12 REPUBLICANS JOIN DEMOCRATS AGAINST NATL EMERGENCY SPECIAL REPORT FoX NEWS channe,1
data\archive\real\1114691506806431744.jpg,七代目火影,1
data\real_fake\real\1.jpg,"Colors flow, edges hold—art’s gentle hum where meaning lives in hue. #AbstractWhispers",1
data\fakeV2\fake-v2\11377.jpg,Rain. Neon. A giant’s beam cuts the storm’s silence. The city holds its breath. #Mecha,0
data\archive\real\1114166928401031172.jpg,wasbeen supposeto iwasbeen supposeto @GZJ ltwas beens likeicome Fromthe ho the onlywayup.Nipse ETTERI,1
data\real_fake\real\1844.jpg,Just breathing. No rush. #quiet,0
data\archive\real\1109540328896385025.jpg,ITLE EXASSTH,1
data\fakeV2\fake-v2\13750.png,"Sunlight cuts through the windows, her stance steady. The cross glints—quiet strength in a quiet room. #QuietStrength",0
data\archive\real\1061118758192902144.jpg,casti ch-HD,1
data\fakeV2\fake-v2\13387.png,Want to reverse-engineer an image’s prompt? Clip Interrogator scans your pic & spits out keywords. 🤖 #AIArt,0
data\real_fake\real\j0rcj4up3z5a1.png,"Soft fur, plaid, and a gentle stare. A painted quiet moment. #Art",0
data\archive\real\1107120727881379846.jpg,凹 0:25/ 0:56 ס322 7 111 Tweet your reply,1
data\archive\real\1107284201987063809.jpg,PARTY MASKS mask-arade,1
data\real_fake\real\x4143wan9c6a1.jpg,"Quiet shapes float in soft light. A gentle pause, just color and calm. #softmoments",1
data\real_fake\real\701.jpg,"Morning walk with the hens—gotta check the coop, but someone’s already snuck a worm. 🐔 #ChickenChaos",1
data\fakeV2\fake-v2\11930.jpg,"Her hands hold the circle’s breath. Ancient light, quiet devotion. #Ritual",0
data\fakeV2\fake-v2\11422.jpg,"Robot in the store. Just… standing. No one’s home, but the shelves are full. #AI",0
data\fakeV2\fake-v2\14052.png,"Sleek silhouette, bold shades. This minifig’s got the city’s pulse. #LEGOStyle",0
data\fakeV2\fake-v2\11144.jpg,Sippin’ coffee where the frontier meets the future. ☕️ #OldWest,0
data\real_fake\real\2286.jpg,"Ink and grit, heroes born in the sketch. The raw lines hold the truth.",0
data\archive\real\1114955210177302528.jpg,18%□汝 YouTube ill 2:41 PM # general ▼ DESSIERROR Today at 9:04 AM i know cause shes stupid shes a dumb ass girl just giving out mod her discord will get hacked soon,1
data\archive\real\1109353816938426368.jpg,0 FLAVO INDICA NFLUENCE INSPIRE. INNOV STIILY EST 2017 OG KUSH HALF GRAM PREMIUM THC PODS NET WT 500mg YAHHHHMMPPP,1
data\archive\real\1105170384876437504.jpg,NEARLY A QUARTER OF FEDERAL PRISONERS ARE ILLEGAL IMMIGRANTS @_americafirst THEY COST US $1.5 BILLION ANNUALLY,1
data\real_fake\real\2198.jpg,Lines hum with a horse’s presence. Quiet motion. #Art #Lines,0
data\fakeV2\fake-v2\12195.jpg,The bear didn’t come for the papers. It came for the quiet we all leave behind. #Silence,0
data\fakeV2\fake-v2\12254.jpg,"Deep blue night, warm diner glow. People talk, the street holds its breath. Stillness in motion.",0
data\real_fake\real\2640.jpg,Viduum’s son asks: What’d you build in this dark universe? The void waits for your answer.,1
data\archive\real\1108324201516204032.jpg,Aubreym 16 minutes ago 10 the jersey pap roughe REPLY,1
data\fakeV2\fake-v2\10057.jpg,"Trees frame a quiet lake at dusk, water holding the sky’s soft blue. Stillness lingers.",0
data\real_fake\real\8xsgk94qgn5a1.jpg,"The scream is a planet. Steel skin, bleeding color. What’s broken, we try to hold.",1
data\archive\real\1113422659688255488.jpg,The hero nobody wanted.... Minorities need me to speak for them! VIRTUES The hero nobody asked for...,1
data\real_fake\real\3014.jpg,"Woke up, no rush. Just me and the quiet. #Thoughts",1
data\real_fake\real\2254.jpg,"Graffiti on the door, sidewalk steps. Another Tuesday—quiet, uneventful. #TuesdayWalk",0
data\real_fake\real\ej2ykme2wl5a1.jpg,"In every swirl, the void speaks. Light and dark are just two faces of the same breath.",1
data\fakeV2\fake-v2\10099.jpg,"The mountain holds its breath. Here, the world is still.",0
data\fakeV2\fake-v2\13962.png,Apple’s $1199 Dog House just dropped. My dog’s already on “active” status. 🐶 #TechHumor,0
data\real_fake\real\2564.jpg,"Dusk from 30k feet: pink sky, city lights twinkle like scattered stars. Quiet moments make the world feel small.",1
data\archive\real\1113631760703721472.jpg,THISIS WEPLAY SWAG'S FearZoro AMATEUR,1
data\archive\real\1110070403723087872.jpg,nane iS RdWn,1
data\real_fake\real\1650.jpg,Her eyes hold the weight of a thousand years. Stillness is her language. #TimelessGrace,0
data\archive\real\1108167622221283328.jpg,i鼬 EW AS DICKINSON 78 * PRAIRIE VIEW 73 2ND 52.1 26 IRST FOUR truc 0:04 0:09 t01 Tweet your reply,1
data\archive\real\1105251310293733376.jpg,GOD CANNOT UNLEASH HISAWESOME POWER TO BLOWUPOURSELFISHNESS UNTILWESURENDERITTO HIM LOVE GOD FEAR NOTHING,1
data\fakeV2\fake-v2\10975.jpg,Sunflowers shout in gold against a blue canvas. 🌻 #sunflowers,0
data\archive\real\1052526409707659264.jpg,Bavaria hn Geerts@ Tilburgers.rl,1
data\archive\real\1108819888120963072.jpg,MUM2FUCK.COM Best full 4K videos on,1
data\archive\real\1113492442148331521.jpg,"7:58 BROTHA STOP IT!!! -1:16:55 20:53 FT ""THE CONCIOUS EPISODE"" BRC .4.2017 Brotha. Stop It!!!-Feb 15 30 1)",1
data\fakeV2\fake-v2\12541.jpg,"Desert dust, hexagon hugs. Waffle signs? Pure joy. #WaffleWalk",0
data\real_fake\real\1011.jpg,"Waves rolling in, sand soft underfoot. Quiet beach time—no rush, just the sea. #BeachVibes",0
data\real_fake\real\orwyk3hiq86a1.jpg,"A single eye, a universe in graphite. #Art",0
data\fakeV2\fake-v2\14367.png,"Red coat, red car, calm sky—no words needed. Just the right amount of cool. #Sleek",0
data\archive\real\1117451535552794625.jpg,salon Line Transf,1
data\real_fake\real\993.jpg,Clear skies and empty sand. Just breathin’ in the quiet. 🌊 #SimpleJoys,0
data\archive\real\1106553830567788544.jpg,HIILISİA?,1
data\real_fake\real\2566.jpg,"A quiet stretch toward the sky. The world is dark, but hope is a silent leap. #Hope",0
data\archive\real\1114536131268370432.jpg,Racing TV 26.20 14 YAN TH,1
data\real_fake\real\1362.jpg,"Cars in the lot, keys in hand—Tuesday’s quiet hum. Coffee’s still warm. #WorkDay",1
data\real_fake\real\1790.jpg,"Still here, still watching. Time’s been heavy, but he’s got his feet on the ground. #Quiet",0
data\real_fake\real\2620.jpg,"Still here, aching, but the yellow holds me up. Breathing in the gray.",0
data\archive\real\1055168417823518720.jpg,1G:0SilentlySpokenPr When you have a good heart Ou help too muc You trust too much. You give too much You love too much And it always seems like youre the one who gets hurt the mosT.l elSsicnti tscehroiet,1
data\fakeV2\fake-v2\10232.jpg,Sky in a bubble. Road fades into mist. #Dream #Mystery,0
data\real_fake\real\pn1a5ga7bq5a1.jpg,"Blue veins pulse through the dark, a map of what’s hidden beneath. Red edges whisper: we’re more than skin.",0
data\archive\real\1108870520424914944.jpg,"unfriendly native hottie @terriaxo date a drug dealer. him and his homies will make you feel like the prettiest girl alive, you'll go on adventures, and he'll buy you stuff Have you met Ted? @wandda Unpopular opinions: Relationships edition Show this thread 9:32 PM 3/20/19 Twitter for iPhone",1
data\real_fake\real\2271.jpg,"Line of people, quiet together. Today, the silence speaks louder. #quietmoments",1
data\real_fake\real\925.jpg,"Riding the train past Fuji, the mountain’s calm always feels like a quiet hello. 🌄 #Travel",1
data\archive\real\1046581333823279104.jpg,It's actually very scientific.,1
data\archive\real\1110318643559178245.jpg,For GIFs.co,1
data\real_fake\real\1375.jpg,"Quiet room, bottle on table. Just me waiting for the day to start. #SimpleMoments",1
data\archive\real\1105213444867928064.jpg,Stop it,1
data\fakeV2\fake-v2\11516.jpg,"Fur wraps the light, grace in the walk. A moment where the world softens. #Pope",0
data\fakeV2\fake-v2\12819.jpg,POOP POOP cereal? My kid’s new favorite (and I’m not judging). 🌟 #SnackTime,0
data\fakeV2\fake-v2\10040.jpg,"Dusk spills over the bridge. Waiting for the city to wake up—just me, the quiet road, and the bridge’s shadow. 🌆",0
data\real_fake\real\2964.jpg,"Quiet hours in the old courtyard. Sunlight through leaves, bricks holding memories. 🌳 #CityStillness",1
data\archive\real\1041734815567929345.jpg,Omaze WANT SOME SEASON 8 SECRETS?,1
data\real_fake\real\2156.jpg,Handed my doodle friend a flower. They yelled “UR!” and I didn’t care. 😂 #sketch,0
data\fakeV2\fake-v2\11219.jpg,"Color breathes here, not just seen. A universe folded into wonder, soft and wild. ✨ #Dreamscape",0
data\archive\real\1105874538460598272.jpg,VIDEO EDITOR,1
data\real_fake\real\1395.jpg,"Honeybees of glass glow, warm in the rafters. #Home",0
data\archive\real\1046099048514695168.jpg,nt cau ano,1
data\archive\real\1108754855492046848.jpg,ERICYUMYUM PLEASE STOP,1
data\archive\real\1108111222245859328.jpg,"SURRENDER MARCH 31 2019 DOORS OPEN 6: 30 PM zn31 PINE isu△ND RD. PRAIRIE VIEW, TX 77396",1
data\archive\real\1106587541535363072.jpg,Playing from: Top Tracks TBG PRESENTS Industry Da Real Gee Money 03:22 00:07 oC 6),1
data\archive\real\1113536831180533760.jpg,JAMES t & heat oud pare,1
data\fakeV2\fake-v2\13380.png,Chist Cheff sign: chef’s hat + bold red = lunch game strong. 🍲 #Foodie,0
data\real_fake\real\966.jpg,Water’s steady flow through the rocks. Just me and the quiet today. #nature,1
data\archive\real\1109271298088288257.jpg,"8:47 Post funnymarco ohats just mooda xkikikilla Lol 25,209 likes funnymarco Lmao SORRY @kodakblack I had too #explore #kodakblack. #whoru nitchallenge #imaossspts #relationshipgoals #follow #haha #101 funnyassMarco#101#lmao#jokes #kansascity #hoesbelike #haha #babydaddy #famous #power #laugh #bitch #babyshower #marketing #babymama #kep #drake #migos #money #Imao memes #h#jayz #keep #openingday View all 1,848 comments sthomp0 I'm CRYIN",1
data\archive\real\1114762254065569792.jpg,CY HAN IS DANGEROUS,1
data\real_fake\real\1799.jpg,"Vibrant, unspoken. The room breathes color’s quiet hum.",0
data\real_fake\real\2281.jpg,"Chaos in motion. Life’s vibrant pulse—messy, bright, alive.",1
data\archive\real\1114034756612763648.jpg,When I guess the right size socket on the first try. DAMN I'M OOD,1
data\real_fake\real\2045.jpg,"Coils, braids, and beads — this hair isn’t just hair, it’s a heartbeat. ✨ #Rooted",1
data\archive\real\1110241111166066690.jpg,"AT&T LTE Done freshmanxxlmag.com @ 86%. .. 12:52 PM How much Muaio Publiahing |$5,535.72 Boveitiens Royaltlos ubllohing Songtrust Royalties are you owed? THANKS FOR YOUR VOTE FOR OHGEESY YOU MAY VOTE AGAIN IN 4 HOUR(S) 0) Songtrust How much Music Publishing Royalties are you owed? $1,702.99 Estimate your Royalties ASPHALTSEALCOATINGDIRECT We are, the Big A 01 凹",1
